OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
scandinavian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
danish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
b2b_food_products,Food & Dining,Business-to-Business,425120,Wholesale Trade Agents and Brokers
seafood_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
fish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
afghan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
barbecue_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pasta_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
honduran_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
malaysian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
coffee_and_tea_supplies,Food & Dining,Business-to-Business,425120,Wholesale Trade Agents and Brokers
european_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
vermouth_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
coffee_shop,Food & Dining,Food & Dining,722515,Snack and Nonalcoholic Beverage Bars
bartender,Food & Dining,Food & Dining,722511,Full-Service Restaurants
sandwich_shop,Food & Dining,Food & Dining,722513,Limited-Service Restaurants
frozen_foods,Food & Dining,Food & Dining,722511,Full-Service Restaurants
argentine_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
poke_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
barre_classes,Food & Dining,Beauty & Wellness,812199,Other Personal Care Services
cajun_and_creole_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_stand,Food & Dining,Food & Dining,722330,Mobile Food Services
texmex_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
diner,Food & Dining,Food & Dining,722511,Full-Service Restaurants
diy_foods_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_consultant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_and_beverage_exporter,Food & Dining,Food & Dining,722511,Full-Service Restaurants
gastropub,Food & Dining,Food & Dining,722511,Full-Service Restaurants
barber,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cidery,Food & Dining,Food & Dining,722511,Full-Service Restaurants
puerto_rican_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
armenian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
sake_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
topic_publisher,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_beverage_service_distribution,Food & Dining,Food & Dining,722511,Full-Service Restaurants
breakfast_and_brunch_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
beer_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
indo_chinese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
egyptian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
belgian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
irish_pub,Food & Dining,Food & Dining,722511,Full-Service Restaurants
gluten_free_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
vietnamese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cheese_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cigar_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cuban_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
game_publisher,Food & Dining,Food & Dining,722511,Full-Service Restaurants
sri_lankan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
beach_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
chicken_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
sports_bar,Food & Dining,Food & Dining,722410,Drinking Places (Alcoholic Beverages)
south_african_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
nicaraguan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_bath_houses,Food & Dining,Food & Dining,722511,Full-Service Restaurants
african_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bistro,Food & Dining,Food & Dining,722511,Full-Service Restaurants
hawaiian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
fish_and_chips_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
israeli_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
dim_sum_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
shaved_ice_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
polynesian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
restaurant_equipment_and_supply,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_utility_company,Food & Dining,Food & Dining,722511,Full-Service Restaurants
syrian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
czech_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
eat_and_drink,Food & Dining,Food & Dining,722511,Full-Service Restaurants
drive_thru_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
distillery,Food & Dining,Food & Dining,312140,Distilleries
cafe,Food & Dining,Food & Dining,722515,Snack and Nonalcoholic Beverage Bars
public_health_clinic,Food & Dining,Food & Dining,722511,Full-Service Restaurants
basque_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
southern_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pop_up_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_and_government_association,Food & Dining,Food & Dining,722511,Full-Service Restaurants
publicity_service,Food & Dining,Food & Dining,722511,Full-Service Restaurants
soul_food,Food & Dining,Food & Dining,722511,Full-Service Restaurants
restaurant_wholesale,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_tours,Food & Dining,Food & Dining,722511,Full-Service Restaurants
uruguayan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_restrooms,Food & Dining,Food & Dining,722511,Full-Service Restaurants
live_and_raw_food_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
scottish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
airport_lounge,Food & Dining,Food & Dining,722511,Full-Service Restaurants
filipino_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
taco_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
molecular_gastronomy_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
lebanese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
canadian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
salvadoran_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
vegan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
kosher_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
trinidadian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pretzels,Food & Dining,Food & Dining,722511,Full-Service Restaurants
hot_dog_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
jamaican_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
donuts,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pie_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
frozen_yoghurt_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
mexican_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
poutinerie_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
asian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
health_food_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pakistani_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
wine_bar,Food & Dining,Food & Dining,722410,Drinking Places (Alcoholic Beverages)
theme_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
polish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
meat_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bartending_school,Food & Dining,Food & Dining,722511,Full-Service Restaurants
colombian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
brazilian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
chilean_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
hungarian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
comfort_food_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
austrian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
gay_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
kurdish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
serbo_croatian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_truck,Food & Dining,Food & Dining,722330,Mobile Food Services
tapas_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pan_asian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
wrap_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bangladeshi_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
lounge,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cambodian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
swiss_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pizza_delivery_service,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cocktail_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
haitian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
turkish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
soup_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
spanish_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
arabian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
empanadas,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_relations,Food & Dining,Food & Dining,722511,Full-Service Restaurants
dominican_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
popcorn_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
piano_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
whiskey_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
b2b_agriculture_and_food,Food & Dining,Food & Dining,722511,Full-Service Restaurants
coffee_roastery,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_banks,Food & Dining,Food & Dining,722511,Full-Service Restaurants
fast_food_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
restaurant_management,Food & Dining,Food & Dining,722511,Full-Service Restaurants
noodles_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
paraguayan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
korean_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
iberian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_delivery_service,Food & Dining,Food & Dining,722511,Full-Service Restaurants
chinese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bakery,Food & Dining,Food & Dining,311811,Retail Bakeries
taiwanese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
butcher_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
latin_american_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
dive_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
panamanian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
costa_rican_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
nigerian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
vegetarian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
seafood_wholesaler,Food & Dining,Food & Dining,722511,Full-Service Restaurants
italian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
patisserie_cake_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
uzbek_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
winery,Food & Dining,Food & Dining,312130,Wineries
chicken_wings_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
ecuadorian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
burmese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
australian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
international_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
falafel_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
caribbean_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
delicatessen,Food & Dining,Food & Dining,722511,Full-Service Restaurants
brewery,Food & Dining,Food & Dining,312120,Breweries
ethiopian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
russian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
georgian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
flatbread_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
health_food_store,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_and_beverage_consultant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
meat_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
buffet_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
indian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food,Food & Dining,Food & Dining,722511,Full-Service Restaurants
doner_kebab,Food & Dining,Food & Dining,722511,Full-Service Restaurants
waffle_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
tiki_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
japanese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
laotian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
mediterranean_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
seafood_market,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cabaret,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pub,Food & Dining,Food & Dining,722410,Drinking Places (Alcoholic Beverages)
bar_crawl,Food & Dining,Food & Dining,722511,Full-Service Restaurants
smoothie_juice_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pizza_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
burger_restaurant,Food & Dining,Food & Dining,722513,Limited-Service Restaurants
indonesian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
ice_cream_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
persian_iranian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
fondue_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
candy_store,Food & Dining,Food & Dining,722511,Full-Service Restaurants
german_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bagel_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
gelato,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_safety_training,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_service_and_government,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_transportation,Food & Dining,Food & Dining,722511,Full-Service Restaurants
ukrainian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
salad_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
dumpling_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
guatemalan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
french_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bagel_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bar,Food & Dining,Food & Dining,722410,Drinking Places (Alcoholic Beverages)
hotel_bar,Food & Dining,Food & Dining,722410,Drinking Places (Alcoholic Beverages)
kombucha,Food & Dining,Food & Dining,722511,Full-Service Restaurants
oxygen_bar,Food & Dining,Food & Dining,722511,Full-Service Restaurants
moroccan_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
acai_bowls,Food & Dining,Food & Dining,722511,Full-Service Restaurants
british_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
middle_eastern_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
caterer,Food & Dining,Food & Dining,722320,Caterers
public_plaza,Food & Dining,Food & Dining,722511,Full-Service Restaurants
potato_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
pancake_house,Food & Dining,Food & Dining,722511,Full-Service Restaurants
romanian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cupcake_shop,Food & Dining,Food & Dining,722511,Full-Service Restaurants
wok_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bubble_tea,Food & Dining,Food & Dining,722511,Full-Service Restaurants
food_court,Food & Dining,Food & Dining,722511,Full-Service Restaurants
tea_room,Food & Dining,Food & Dining,722511,Full-Service Restaurants
american_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
slovakian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_school,Food & Dining,Food & Dining,722511,Full-Service Restaurants
singaporean_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
steakhouse,Food & Dining,Food & Dining,722511,Full-Service Restaurants
greek_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
himalayan_nepalese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_adjuster,Food & Dining,Food & Dining,722511,Full-Service Restaurants
portuguese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_toilet,Food & Dining,Food & Dining,722511,Full-Service Restaurants
mongolian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
peruvian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
azerbaijani_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
desserts,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bolivian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
hong_kong_style_cafe,Food & Dining,Food & Dining,722511,Full-Service Restaurants
public_market,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bar_and_grill_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
asian_fusion_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
internet_cafe,Food & Dining,Food & Dining,722511,Full-Service Restaurants
cheesesteak_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bulgarian_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
sushi_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
notary_public,Food & Dining,Government & Public Services,921190,Other General Government Support
senegalese_restaurant,Food & Dining,Food & Dining,722511,Full-Service Restaurants
imported_food,Food & Dining,Food & Dining,722511,Full-Service Restaurants
bus_ticket_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
fire_department,Government & Public Services,Government & Public Services,921190,Other General Government Support
emergency_service,Government & Public Services,Government & Public Services,921190,Other General Government Support
civic_center,Government & Public Services,Government & Public Services,921190,Other General Government Support
jail_and_prison,Government & Public Services,Government & Public Services,921190,Other General Government Support
social_security_services,Government & Public Services,Government & Public Services,921190,Other General Government Support
talent_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
police_department,Government & Public Services,Government & Public Services,921190,Other General Government Support
national_security_services,Government & Public Services,Government & Public Services,921190,Other General Government Support
local_and_state_government_offices,Government & Public Services,Government & Public Services,921190,Other General Government Support
non_governmental_association,Government & Public Services,Government & Public Services,921190,Other General Government Support
freight_forwarding_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
government_services,Government & Public Services,Government & Public Services,921190,Other General Government Support
juvenile_detention_center,Government & Public Services,Government & Public Services,921190,Other General Government Support
town_hall,Government & Public Services,Government & Public Services,921190,Other General Government Support
armed_forces_branch,Government & Public Services,Government & Public Services,921190,Other General Government Support
media_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
certification_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
passport_and_visa_services,Government & Public Services,Government & Public Services,921190,Other General Government Support
central_government_office,Government & Public Services,Government & Public Services,921190,Other General Government Support
estate_liquidation,Government & Public Services,Government & Public Services,921190,Other General Government Support
federal_government_offices,Government & Public Services,Government & Public Services,921190,Other General Government Support
state_park,Government & Public Services,Government & Public Services,712190,Nature Parks and Other Similar Institutions
airline_ticket_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
sightseeing_tour_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
social_media_agency,Government & Public Services,Government & Public Services,921190,Other General Government Support
department_of_social_service,Government & Public Services,Government & Public Services,921190,Other General Government Support
post_office,Government & Public Services,Government & Public Services,491110,Postal Service
embassy,Government & Public Services,Government & Public Services,928120,International Affairs
office_of_vital_records,Government & Public Services,Government & Public Services,921190,Other General Government Support
social_welfare_center,Government & Public Services,Government & Public Services,921190,Other General Government Support
general_dentistry,Healthcare & Medical,Healthcare & Medical,621210,Offices of Dentists
mohel,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
maternity_centers,Healthcare & Medical,Healthcare & Medical,621410,Family Planning Centers
dental_laboratories,Healthcare & Medical,Healthcare & Medical,339116,Dental Laboratories
sports_psychologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
emergency_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cardiologist,Healthcare & Medical,Healthcare & Medical,621111,Offices of Physicians (except Mental Health Specialists)
animal_hospital,Healthcare & Medical,Pet Services,541940,Veterinary Services
midwife,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cosmetic_dentist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
physical_therapy,Healthcare & Medical,Healthcare & Medical,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
pediatric_surgery,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
vascular_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
occupational_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
family_counselor,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
alternative_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
otologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
aromatherapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
rehabilitation_center,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_market,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
lactation_services,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_orthopedic_surgery,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_and_medical,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_pulmonology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
anesthesiologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
urologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pulmonologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_coach,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_center,Healthcare & Medical,Healthcare & Medical,622110,General Medical and Surgical Hospitals
halotherapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_dentist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
womens_health_clinic,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
community_health_center,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
optometrist,Healthcare & Medical,Healthcare & Medical,621320,Offices of Optometrists
pediatric_neurology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_radiology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
spine_surgeon,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
proctologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
gastroenterologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
hepatologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
ayurveda,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
doula,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
radiologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatric_gastroenterology,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
fertility,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
b2b_medical_support_services,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
oncologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
physician_assistant,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
geneticist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
retina_specialist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
medical_supply,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
internal_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
psychologist,Healthcare & Medical,Healthcare & Medical,621330,Offices of Mental Health Practitioners (except Physicians)
traditional_chinese_medicine,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
nursing_school,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
health_retreats,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
occupational_therapy,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
speech_therapist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
veterinarian,Healthcare & Medical,Healthcare & Medical,541940,Veterinary Services
allergist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
counseling_and_mental_health,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
chiropractor,Healthcare & Medical,Healthcare & Medical,621310,Offices of Chiropractors
endocrinologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
dental_supply_store,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pathologist,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pediatrician,Healthcare & Medical,Healthcare & Medical,621111,Offices of Physicians (except Mental Health Specialists)
health_department,Healthcare & Medical,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
