OM_CATEGORY_LABEL,OM_SIMPLIFIED_CATEGORY,OM_UPDATED_CATEGORY,FSQ_CATEGORY_ID,FSQ_CATEGORY_LABEL,FSQ_CATEGORY_PRIMARY,FSQ_CATEGORY_SECONDARY,MATCH_SCORE,MATCHED_TEXT,ALTERNATES
high_gliding_center,Other Services,Other Services,10005,Arts and Entertainment > Bingo Center,Arts and Entertainment , Bingo Center,85.5,arts and entertainment bingo center,Arts and Entertainment > Bingo Center (ID 10005) [85.5]; Arts and Entertainment > Laser Tag Center (ID 10022) [85.5]; Arts and Entertainment > Party Center (ID 10034) [85.5]; Business and Professional Services > Business Center (ID 11021) [85.5]; Business and Professional Services > Convention Center (ID 11029) [85.5]
shredding_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
wills_trusts_and_probate,Other Services,Other Services,10001,Arts and Entertainment > Amusement Park,Arts and Entertainment , Amusement Park,85.5,arts and entertainment amusement park,Arts and Entertainment > Amusement Park (ID 10001) [85.5]; Arts and Entertainment > Bowling Alley (ID 10006) [85.5]; Arts and Entertainment > Country Dance Club (ID 10012) [85.5]; Arts and Entertainment > Disc Golf Course (ID 10014) [85.5]; Arts and Entertainment > Go Kart Track (ID 10019) [85.5]
greenhouses,Other Services,Other Services,11174,Business and Professional Services > Warehouse,Business and Professional Services , Warehouse,70.00000000000001,business and professional services warehouse,Business and Professional Services > Warehouse (ID 11174) [70.00000000000001]; Dining and Drinking > Restaurant > Turkish Restaurant > Turkish Coffeehouse (ID 13372) [70.00000000000001]; Landmarks and Outdoors > Tree (ID 16069) [67.5]; Dining and Drinking > Restaurant > Russian Restaurant > Pelmeni House (ID 13331) [66.66666666666667]; Landmarks and Outdoors > Garden (ID 16017) [65.45454545454547]
gunsmith,Other Services,Other Services,11115,Business and Professional Services > Locksmith,Business and Professional Services , Locksmith,69.23076923076923,business and professional services locksmith,Business and Professional Services > Locksmith (ID 11115) [69.23076923076923]; Health and Medicine > Hospital > Hospital Unit (ID 15059) [60.00000000000001]; Retail > Sporting Goods Retail > Gun Store (ID 17123) [58.82352941176471]; Dining and Drinking > Smoothie Shop (ID 13381) [56.25]; Community and Government > Education > College and University > University (ID 12125) [55.55555555555556]
business_signage,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
glass_blowing,Other Services,Other Services,19009,Travel and Transportation > Lodging,Travel and Transportation , Lodging,69.23076923076923,lodging,Travel and Transportation > Lodging (ID 19009) [69.23076923076923]; Landmarks and Outdoors > States and Municipalities > Town (ID 16067) [67.5]; Dining and Drinking > Bar > Lounge (ID 13016) [60.00000000000001]; Sports and Recreation > Golf (ID 18016) [60.00000000000001]; Sports and Recreation > Water Sports > Swimming (ID 18073) [60.00000000000001]
secretarial_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
trusts,Other Services,Other Services,13329,Dining and Drinking > Restaurant > Russian Restaurant,Dining and Drinking , Restaurant ,72.0,russian restaurant,Dining and Drinking > Restaurant > Russian Restaurant (ID 13329) [72.0]; Health and Medicine > Optometrist (ID 15024) [65.45454545454547]; Health and Medicine > Physician > Psychiatrist (ID 15047) [65.45454545454547]; Health and Medicine > Podiatrist (ID 15051) [65.45454545454547]; Travel and Transportation > Truck Stop (ID 19057) [62.5]
colonics,Other Services,Healthcare & Medical,15020,Health and Medicine > Mental Health Service > Psychologist,Health and Medicine , Mental Health Service ,67.5,health and medicine mental health service psychologist,Health and Medicine > Mental Health Service > Psychologist (ID 15020) [67.5]; Health and Medicine > Physician > Obstetrician Gynecologist (Ob-gyn) (ID 15039) [67.5]; Health and Medicine > Physician > Oncologist (ID 15040) [67.5]; Retail > Computers and Electronics Retail (ID 17023) [67.5]; Retail > Computers and Electronics Retail > Camera Store (ID 17024) [67.5]
sommelier_service,Other Services,Other Services,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
customized_merchandise,Other Services,Other Services,13367,Dining and Drinking > Restaurant > Turkish Restaurant > Meyhane,Dining and Drinking , Restaurant ,64.28571428571429,meyhane,Dining and Drinking > Restaurant > Turkish Restaurant > Meyhane (ID 13367) [64.28571428571429]; Arts and Entertainment > Arcade (ID 10003) [60.00000000000001]; Arts and Entertainment > Circus (ID 10009) [60.00000000000001]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]; Dining and Drinking > Restaurant > Diner (ID 13049) [60.00000000000001]
eatertainment,Other Services,Other Services,10000,Arts and Entertainment,Arts and Entertainment,,83.07692307692308,arts and entertainment,Arts and Entertainment (ID 10000) [83.07692307692308]; Arts and Entertainment > Amusement Park (ID 10001) [83.07692307692308]; Arts and Entertainment > Aquarium (ID 10002) [83.07692307692308]; Arts and Entertainment > Arcade (ID 10003) [83.07692307692308]; Arts and Entertainment > Art Gallery (ID 10004) [83.07692307692308]
snorkeling_equipment_rental,Other Services,Other Services,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,85.5,business and professional services electrical equipment supplier,Business and Professional Services > Electrical Equipment Supplier (ID 11032) [85.5]; Business and Professional Services > Equipment Rental Service (ID 11037) [85.5]; Business and Professional Services > Industrial Equipment Supplier (ID 11105) [85.5]; Business and Professional Services > Rental Service (ID 11156) [85.5]; Business and Professional Services > Scientific Equipment Supplier (ID 11161) [85.5]
commercial_refrigeration,Other Services,Other Services,11147,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer,Business and Professional Services , Real Estate Service ,85.5,business and professional services real estate service commercial real estate developer,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer (ID 11147) [85.5]; Business and Professional Services > Refrigeration and Ice Supplier (ID 11154) [85.5]; Landmarks and Outdoors > River (ID 16043) [72.0]; Arts and Entertainment > Amusement Park > Attraction (ID 10058) [67.5]; Community and Government > Education (ID 12009) [67.5]
boat_charter,Other Services,Other Services,16055,Landmarks and Outdoors > Boat Launch,Landmarks and Outdoors , Boat Launch,85.5,landmarks and outdoors boat launch,Landmarks and Outdoors > Boat Launch (ID 16055) [85.5]; Travel and Transportation > Boat Rental (ID 19003) [85.5]; Travel and Transportation > Transportation Service > Charter Bus (ID 19052) [85.5]; Travel and Transportation > Boat or Ferry (ID 19064) [85.5]; Arts and Entertainment > Performing Arts Venue > Theater (ID 10043) [69.23076923076923]
powder_coating_service,Other Services,Other Services,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
commercial_printer,Other Services,Other Services,11147,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer,Business and Professional Services , Real Estate Service ,85.5,business and professional services real estate service commercial real estate developer,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer (ID 11147) [85.5]; Business and Professional Services > Home Improvement Service > Painter (ID 11094) [77.14285714285715]; Dining and Drinking > Restaurant > Diner (ID 13049) [72.0]; Event > Line (ID 14008) [67.5]; Dining and Drinking > Winery (ID 13387) [65.45454545454547]
escrow_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
reflexology,Other Services,Other Services,18077,Sports and Recreation > Gym and Studio > Gym,Sports and Recreation , Gym and Studio ,72.0,gym,Sports and Recreation > Gym and Studio > Gym (ID 18077) [72.0]; Arts and Entertainment > Zoo (ID 10056) [60.00000000000001]; Landmarks and Outdoors > Tree (ID 16069) [60.00000000000001]; Travel and Transportation > Lodging > Lodge (ID 19016) [60.00000000000001]; Health and Medicine > Physician > Gastroenterologist (ID 15034) [57.27272727272727]
e_commerce_service,Other Services,Other Services,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
backflow_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
bicycle_path,Other Services,Other Services,17119,Retail > Sporting Goods Retail > Bicycle Store,Retail , Sporting Goods Retail ,85.5,retail sporting goods retail bicycle store,Retail > Sporting Goods Retail > Bicycle Store (ID 17119) [85.5]; Business and Professional Services > Automotive Service > Motorcycle Repair Shop (ID 11012) [60.00000000000001]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]; Business and Professional Services > Health and Beauty Service > Spa (ID 11073) [60.00000000000001]; Retail > Computers and Electronics Retail > Mobile Phone Store (ID 17026) [60.00000000000001]
diagnostic_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
private_tutor,Other Services,Other Services,12061,Community and Government > Education > Private School,Community and Government , Education ,85.5,community and government education private school,Community and Government > Education > Private School (ID 12061) [85.5]; Community and Government > Residential Building > Home (private) (ID 12123) [85.5]; Travel and Transportation > Transport Hub > Airport > Private Airport (ID 19041) [85.5]; Retail > Print Store (ID 17112) [66.66666666666667]; Sports and Recreation > Gym and Studio > Pilates Studio (ID 18027) [66.66666666666667]
tobacco_company,Other Services,Other Services,11123,Business and Professional Services > Mobile Company,Business and Professional Services , Mobile Company,85.5,business and professional services mobile company,Business and Professional Services > Mobile Company (ID 11123) [85.5]; Business and Professional Services > Real Estate Service > Real Estate Development and Title Company (ID 11151) [85.5]; Business and Professional Services > Technology Business > Software Company (ID 11168) [85.5]; Community and Government > Utility Company (ID 12115) [85.5]; Retail > Tobacco Store (ID 17134) [66.5]
caricature,Other Services,Other Services,15021,Health and Medicine > Nurse,Health and Medicine , Nurse,67.5,nurse,Health and Medicine > Nurse (ID 15021) [67.5]; Landmarks and Outdoors > Tree (ID 16069) [67.5]; Retail > Computers and Electronics Retail > Camera Store (ID 17024) [63.63636363636363]; Business and Professional Services > Chemicals and Gasses Manufacturer (ID 11024) [63.52941176470588]; Business and Professional Services > Manufacturer (ID 11120) [63.52941176470588]
copywriting_service,Other Services,Other Services,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
kitchen_incubator,Other Services,Other Services,11091,Business and Professional Services > Home Improvement Service > Kitchen Remodeler,Business and Professional Services , Home Improvement Service ,85.5,business and professional services home improvement service kitchen remodeler,Business and Professional Services > Home Improvement Service > Kitchen Remodeler (ID 11091) [85.5]; Retail > Furniture and Home Store > Kitchen Supply Store (ID 17086) [85.5]; Travel and Transportation > Lodging > Inn (ID 19015) [68.4]; Business and Professional Services > Factory (ID 11040) [65.45454545454547]; Dining and Drinking > Bar > Tiki Bar (ID 13023) [64.125]
machine_and_tool_rentals,Other Services,Other Services,10001,Arts and Entertainment > Amusement Park,Arts and Entertainment , Amusement Park,85.5,arts and entertainment amusement park,Arts and Entertainment > Amusement Park (ID 10001) [85.5]; Arts and Entertainment > Bowling Alley (ID 10006) [85.5]; Arts and Entertainment > Country Dance Club (ID 10012) [85.5]; Arts and Entertainment > Disc Golf Course (ID 10014) [85.5]; Arts and Entertainment > Go Kart Track (ID 10019) [85.5]
stucco_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
desert,Parks & Natural Features,Parks & Natural Features,13040,Dining and Drinking > Dessert Shop,Dining and Drinking , Dessert Shop,75.00000000000001,dining and drinking dessert shop,Dining and Drinking > Dessert Shop (ID 13040) [75.00000000000001]; Dining and Drinking > Dessert Shop > Cupcake Shop (ID 13042) [75.00000000000001]; Dining and Drinking > Dessert Shop > Gelato Shop (ID 13045) [75.00000000000001]; Dining and Drinking > Dessert Shop > Pastry Shop (ID 13047) [75.00000000000001]; Dining and Drinking > Dessert Shop > Pie Shop (ID 13048) [75.00000000000001]
canyon,Parks & Natural Features,Parks & Natural Features,13102,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Cantonese Restaurant,Dining and Drinking , Restaurant ,75.00000000000001,cantonese restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Cantonese Restaurant (ID 13102) [75.00000000000001]; Landmarks and Outdoors > Volcano (ID 16051) [72.0]; Retail > Cannabis Store (ID 17021) [72.0]; Sports and Recreation > Water Sports > Canoe and Kayak Rental (ID 18068) [72.0]; Arts and Entertainment > Casino (ID 10008) [66.66666666666667]
sand_dune,Parks & Natural Features,Parks & Natural Features,11073,Business and Professional Services > Health and Beauty Service > Spa,Business and Professional Services , Health and Beauty Service ,72.0,spa,Business and Professional Services > Health and Beauty Service > Spa (ID 11073) [72.0]; Landmarks and Outdoors > Island (ID 16022) [72.0]; Business and Professional Services > Automotive Service > Car Wash and Detail (ID 11011) [70.00000000000001]; Community and Government > Education > College and University (ID 12013) [70.00000000000001]; Community and Government > Education > College and University > College Gym (ID 12027) [70.00000000000001]
wildlife_control,Parks & Natural Features,Parks & Natural Features,11008,Business and Professional Services > Automation and Control System,Business and Professional Services , Automation and Control System,85.5,business and professional services automation and control system,Business and Professional Services > Automation and Control System (ID 11008) [85.5]; Business and Professional Services > Home Improvement Service > Pest Control Service (ID 11095) [85.5]; Landmarks and Outdoors > States and Municipalities > Country (ID 16063) [71.25]; Landmarks and Outdoors > States and Municipalities > County (ID 16064) [68.4]; Dining and Drinking > Restaurant > Deli (ID 13039) [67.5]
wildlife_sanctuary,Parks & Natural Features,Parks & Natural Features,11073,Business and Professional Services > Health and Beauty Service > Spa,Business and Professional Services , Health and Beauty Service ,68.4,spa,Business and Professional Services > Health and Beauty Service > Spa (ID 11073) [68.4]; Dining and Drinking > Restaurant > Deli (ID 13039) [67.5]; Event > Line (ID 14008) [67.5]; Landmarks and Outdoors > Hill (ID 16058) [67.5]; Business and Professional Services > Legal Service > Notary (ID 11114) [65.45454545454547]
spring_supplier,Parks & Natural Features,Parks & Natural Features,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,85.5,business and professional services electrical equipment supplier,Business and Professional Services > Electrical Equipment Supplier (ID 11032) [85.5]; Business and Professional Services > Home Improvement Service > Garage Door Supplier (ID 11085) [85.5]; Business and Professional Services > Industrial Equipment Supplier (ID 11105) [85.5]; Business and Professional Services > Leather Supplier (ID 11110) [85.5]; Business and Professional Services > Metals Supplier (ID 11122) [85.5]
personal_chef,Personal Services,Personal Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,85.5,sports and recreation personal trainer,Sports and Recreation > Personal Trainer (ID 18038) [85.5]; Travel and Transportation > Pier (ID 19021) [77.14285714285715]; Community and Government > Prison (ID 12090) [75.00000000000001]; Landmarks and Outdoors > Canal (ID 16009) [64.125]; Business and Professional Services > Home Improvement Service > Professional Cleaning Service (ID 11097) [62.30769230769231]
sewing_and_alterations,Personal Services,Personal Services,10001,Arts and Entertainment > Amusement Park,Arts and Entertainment , Amusement Park,85.5,arts and entertainment amusement park,Arts and Entertainment > Amusement Park (ID 10001) [85.5]; Arts and Entertainment > Art Gallery (ID 10004) [85.5]; Arts and Entertainment > Bingo Center (ID 10005) [85.5]; Arts and Entertainment > Bowling Alley (ID 10006) [85.5]; Arts and Entertainment > Comedy Club (ID 10010) [85.5]
valet_service,Personal Services,Personal Services,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
personal_assistant,Personal Services,Personal Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,85.5,sports and recreation personal trainer,Sports and Recreation > Personal Trainer (ID 18038) [85.5]; Travel and Transportation > Pier (ID 19021) [77.14285714285715]; Community and Government > Prison (ID 12090) [75.00000000000001]; Landmarks and Outdoors > States and Municipalities > State (ID 16066) [72.0]; Dining and Drinking > Restaurant > French Restaurant > Estaminet (ID 13158) [64.28571428571429]
matchmaker,Personal Services,Personal Services,13002,Dining and Drinking > Bakery,Dining and Drinking , Bakery,72.0,bakery,Dining and Drinking > Bakery (ID 13002) [72.0]; Landmarks and Outdoors > Lake (ID 16023) [67.5]; Retail > Market (ID 17144) [65.45454545454547]; Dining and Drinking > Restaurant > Asian Restaurant > Malay Restaurant > Mamak Restaurant (ID 13300) [63.52941176470588]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]
engraving,Personal Services,Personal Services,19066,Travel and Transportation > Train,Travel and Transportation , Train,72.0,train,Travel and Transportation > Train (ID 19066) [72.0]; Event > Marketplace > Street Food Gathering (ID 14013) [64.28571428571429]; Sports and Recreation > Golf > Golf Driving Range (ID 18019) [63.52941176470588]; Community and Government > Education > College and University > College Engineering Building (ID 12025) [61.07142857142858]; Arts and Entertainment (ID 10000) [60.00000000000001]
pet_photography,Pet Services,Pet Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,85.5,business and professional services pet service,Business and Professional Services > Pet Service (ID 11133) [85.5]; Business and Professional Services > Pet Service > Pet Grooming Service (ID 11134) [85.5]; Business and Professional Services > Pet Service > Pet Sitting and Boarding Service (ID 11135) [85.5]; Business and Professional Services > Photography Service (ID 11137) [85.5]; Business and Professional Services > Photography Service > Photographer (ID 11138) [85.5]
pet_adoption,Pet Services,Pet Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,85.5,business and professional services pet service,"Business and Professional Services > Pet Service (ID 11133) [85.5]; Business and Professional Services > Pet Service > Pet Grooming Service (ID 11134) [85.5]; Business and Professional Services > Pet Service > Pet Sitting and Boarding Service (ID 11135) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Pet Café (ID 13063) [85.5]; Retail > Pet Supplies Store (ID 17110) [85.5]"
pet_breeder,Pet Services,Pet Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,85.5,business and professional services pet service,"Business and Professional Services > Pet Service (ID 11133) [85.5]; Business and Professional Services > Pet Service > Pet Grooming Service (ID 11134) [85.5]; Business and Professional Services > Pet Service > Pet Sitting and Boarding Service (ID 11135) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Pet Café (ID 13063) [85.5]; Retail > Pet Supplies Store (ID 17110) [85.5]"
adoption_services,Pet Services,Pet Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
pet_boarding,Pet Services,Pet Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,85.5,business and professional services pet service,"Business and Professional Services > Pet Service (ID 11133) [85.5]; Business and Professional Services > Pet Service > Pet Grooming Service (ID 11134) [85.5]; Business and Professional Services > Pet Service > Pet Sitting and Boarding Service (ID 11135) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Pet Café (ID 13063) [85.5]; Retail > Pet Supplies Store (ID 17110) [85.5]"
dog_walkers,Pet Services,Pet Services,13058,Dining and Drinking > Restaurant > Hot Dog Joint,Dining and Drinking , Restaurant ,85.5,dining and drinking restaurant hot dog joint,Dining and Drinking > Restaurant > Hot Dog Joint (ID 13058) [85.5]; Landmarks and Outdoors > Park > Dog Park (ID 16033) [85.5]; Landmarks and Outdoors > Lake (ID 16023) [67.5]; Dining and Drinking > Bakery (ID 13002) [60.00000000000001]; Dining and Drinking > Dessert Shop > Waffle Shop (ID 13392) [57.27272727272727]
flyboarding_center,Pet Services,Pet Services,10005,Arts and Entertainment > Bingo Center,Arts and Entertainment , Bingo Center,85.5,arts and entertainment bingo center,Arts and Entertainment > Bingo Center (ID 10005) [85.5]; Arts and Entertainment > Laser Tag Center (ID 10022) [85.5]; Arts and Entertainment > Party Center (ID 10034) [85.5]; Business and Professional Services > Business Center (ID 11021) [85.5]; Business and Professional Services > Convention Center (ID 11029) [85.5]
carpet_installation,Pet Services,Pet Services,11079,Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor,Business and Professional Services , Home Improvement Service ,85.5,business and professional services home improvement service carpet and flooring contractor,Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor (ID 11079) [85.5]; Retail > Furniture and Home Store > Carpet Store (ID 17083) [85.5]; Business and Professional Services > Home Improvement Service > Carpenter (ID 11078) [72.0]; Landmarks and Outdoors > States and Municipalities > Town (ID 16067) [67.5]; Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station (ID 12071) [64.51612903225806]
pet_groomer,Pet Services,Pet Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,85.5,business and professional services pet service,"Business and Professional Services > Pet Service (ID 11133) [85.5]; Business and Professional Services > Pet Service > Pet Grooming Service (ID 11134) [85.5]; Business and Professional Services > Pet Service > Pet Sitting and Boarding Service (ID 11135) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Pet Café (ID 13063) [85.5]; Retail > Pet Supplies Store (ID 17110) [85.5]"
flyboarding_rental,Pet Services,Pet Services,11037,Business and Professional Services > Equipment Rental Service,Business and Professional Services , Equipment Rental Service,85.5,business and professional services equipment rental service,Business and Professional Services > Equipment Rental Service (ID 11037) [85.5]; Business and Professional Services > Rental Service (ID 11156) [85.5]; Sports and Recreation > Water Sports > Canoe and Kayak Rental (ID 18068) [85.5]; Travel and Transportation > Bike Rental (ID 19002) [85.5]; Travel and Transportation > Boat Rental (ID 19003) [85.5]
appellate_practice_lawyers,Professional Services,Professional Services,11124,Business and Professional Services > Office,Business and Professional Services , Office,57.0,office,Business and Professional Services > Office (ID 11124) [57.0]; Business and Professional Services > Appraiser (ID 11181) [55.38461538461539]; Business and Professional Services > Power Plant (ID 11142) [54.4090909090909]; Business and Professional Services > Home Improvement Service > Tree Service (ID 11101) [52.5]; Business and Professional Services > Food and Beverage Service > Caterer (ID 11057) [51.42857142857142]
pain_management,Professional Services,Healthcare & Medical,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,85.5,business and professional services management consultant,Business and Professional Services > Management Consultant (ID 11119) [85.5]; Business and Professional Services > Real Estate Service > Property Management Office (ID 11148) [85.5]; Business and Professional Services > Waste Management Service (ID 11175) [85.5]; Business and Professional Services > Health and Beauty Service > Spa (ID 11073) [72.0]; Business and Professional Services > Home Improvement Service > Painter (ID 11094) [65.45454545454547]
business_management_services,Professional Services,Professional Services,11001,Business and Professional Services > Advertising Agency,Business and Professional Services , Advertising Agency,85.5,business and professional services advertising agency,Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Art Studio (ID 11005) [85.5]
divorce_and_family_law,Professional Services,Professional Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
forestry_consultants,Professional Services,Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Management Consultant (ID 11119) [68.82352941176471]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]; Business and Professional Services > Office > Business and Strategy Consulting Office (ID 11020) [58.5]; Business and Professional Services > Construction (ID 11028) [57.0]
traffic_ticketing_law,Professional Services,Professional Services,11112,Business and Professional Services > Legal Service > Law Office,Business and Professional Services , Legal Service ,85.5,business and professional services legal service law office,"Business and Professional Services > Legal Service > Law Office (ID 11112) [85.5]; Business and Professional Services > Office (ID 11124) [68.4]; Business and Professional Services > Health and Beauty Service > Tanning Salon (ID 11074) [51.42857142857142]; Business and Professional Services > Home Improvement Service > Heating, Ventilating and Air Conditioning Contractor (ID 11087) [51.42857142857142]; Business and Professional Services > Office > Coworking Space (ID 11128) [51.42857142857142]"
